Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Suitable Season
29.6,58.3,44.4,Clayey,Wheat,36,3,0,20-20,Rabi
31.77,46.28,45.72,Red,Cotton,35,1,0,17-17-17,Kharif
28.65,59.24,40.45,Clayey,Barley,10,13,22,28-28,"Rabi, Kharif, Zaid, Summer"
30.23,72.24,57.55,Red,Cotton,9,13,29,17-17-17,Kharif
24.03,59.41,55.3,Sandy,Cotton,0,15,10,14-35-14,Kharif
31.58,60.79,41.51,Sandy,Barley,1,13,13,14-35-14,"Rabi, Kharif, Zaid, Summer"
34.45,66.86,35.97,Black,Maize,45,0,0,Urea,"Kharif, Rabi, Summer"
40.0,62.24,42.28,Loamy,Pulses,14,1,18,14-35-14,"Rabi, Kharif"
30.04,45.43,37.77,Black,Maize,19,4,21,10-26-26,"Kharif, Rabi, Summer"
28.79,73.96,35.13,Clayey,Wheat,16,3,42,DAP,Rabi
31.74,63.18,24.75,Loamy,Maize,11,13,16,10-26-26,"Kharif, Rabi, Summer"
36.76,59.74,39.36,Black,Wheat,22,1,20,17-17-17,Rabi
26.29,47.4,68.32,Black,Pulses,6,0,7,14-35-14,"Rabi, Kharif"
25.49,59.63,68.9,Red,Barley,8,0,42,28-28,"Rabi, Kharif, Zaid, Summer"
28.88,55.01,36.26,Red,Pulses,39,0,0,10-26-26,"Rabi, Kharif"
37.7,56.61,57.93,Loamy,Wheat,27,0,15,10-26-26,Rabi
37.48,74.71,50.16,Sandy,Wheat,33,0,2,10-26-26,Rabi
24.91,47.48,32.77,Black,Pulses,17,0,21,17-17-17,"Rabi, Kharif"
30.89,57.6,53.41,Sandy,Maize,41,1,0,28-28,"Kharif, Rabi, Summer"
28.14,64.83,42.85,Loamy,Wheat,14,0,7,17-17-17,Rabi
23.0,53.85,26.32,Clayey,Cotton,11,1,12,Urea,Kharif
25.2,54.36,56.57,Black,Barley,5,16,13,14-35-14,"Rabi, Kharif, Zaid, Summer"
36.26,72.92,70.0,Red,Barley,11,4,28,17-17-17,"Rabi, Kharif, Zaid, Summer"
36.08,67.07,39.77,Loamy,Cotton,4,7,26,28-28,Kharif
35.44,68.66,47.39,Loamy,Wheat,13,20,20,20-20,Rabi
32.95,47.81,36.46,Sandy,Cotton,11,5,26,14-35-14,Kharif
33.44,62.95,26.99,Clayey,Pulses,27,0,19,28-28,"Rabi, Kharif"
25.0,43.01,70.0,Sandy,Maize,38,0,3,10-26-26,"Kharif, Rabi, Summer"
28.47,63.69,51.32,Black,Cotton,8,0,8,10-26-26,Kharif
30.44,62.39,67.03,Black,Pulses,22,2,19,17-17-17,"Rabi, Kharif"
24.39,43.91,36.11,Red,Cotton,18,0,21,DAP,Kharif
36.89,69.58,42.28,Sandy,Cotton,37,0,0,28-28,Kharif
30.22,50.85,59.57,Clayey,Wheat,5,5,34,10-26-26,Rabi
36.74,61.86,29.3,Clayey,Wheat,38,2,0,14-35-14,Rabi
26.18,44.54,66.14,Loamy,Wheat,8,0,17,20-20,Rabi
25.05,64.63,47.88,Loamy,Pulses,10,3,6,DAP,"Rabi, Kharif"
27.46,66.87,26.04,Loamy,Maize,6,11,34,14-35-14,"Kharif, Rabi, Summer"
37.69,54.05,40.24,Loamy,Pulses,19,0,45,17-17-17,"Rabi, Kharif"
27.77,54.61,46.77,Loamy,Wheat,12,3,32,10-26-26,Rabi
39.31,59.72,40.8,Red,Cotton,42,3,0,DAP,Kharif
27.41,48.69,52.62,Black,Wheat,11,3,33,DAP,Rabi
29.89,59.26,51.55,Sandy,Cotton,15,0,12,28-28,Kharif
34.05,71.7,24.22,Clayey,Pulses,26,0,18,20-20,"Rabi, Kharif"
32.24,49.43,40.27,Black,Cotton,36,0,0,14-35-14,Kharif
36.98,53.44,24.52,Clayey,Pulses,13,2,37,14-35-14,"Rabi, Kharif"
27.06,51.39,53.38,Clayey,Cotton,9,0,37,28-28,Kharif
38.7,65.81,23.13,Loamy,Wheat,6,0,34,20-20,Rabi
27.98,46.24,47.68,Loamy,Maize,21,0,24,Urea,"Kharif, Rabi, Summer"
38.27,60.33,37.69,Sandy,Cotton,9,4,16,14-35-14,Kharif
35.18,73.86,61.58,Black,Cotton,12,0,14,17-17-17,Kharif
26.44,66.93,58.88,Clayey,Barley,17,0,38,10-26-26,"Rabi, Kharif, Zaid, Summer"
32.97,76.36,35.98,Red,Pulses,10,0,18,14-35-14,"Rabi, Kharif"
32.59,52.77,67.32,Sandy,Wheat,14,0,38,Urea,Rabi
35.08,60.37,45.69,Loamy,Barley,22,1,26,17-17-17,"Rabi, Kharif, Zaid, Summer"
33.46,60.65,34.68,Red,Cotton,17,0,7,20-20,Kharif
27.46,63.08,52.97,Black,Cotton,11,0,12,10-26-26,Kharif
30.85,53.02,26.39,Sandy,Wheat,12,2,27,10-26-26,Rabi
24.83,48.37,49.51,Sandy,Pulses,9,3,39,10-26-26,"Rabi, Kharif"
33.65,64.1,41.88,Loamy,Maize,12,2,34,14-35-14,"Kharif, Rabi, Summer"
22.87,44.91,24.78,Loamy,Barley,19,14,13,28-28,"Rabi, Kharif, Zaid, Summer"
24.76,58.45,38.36,Sandy,Wheat,11,0,15,DAP,Rabi
23.2,46.23,65.9,Red,Wheat,39,4,4,Urea,Rabi
31.19,51.5,20.0,Loamy,Cotton,13,8,28,14-35-14,Kharif
27.52,51.39,46.96,Black,Wheat,40,2,4,28-28,Rabi
34.36,64.55,38.08,Sandy,Pulses,25,1,19,10-26-26,"Rabi, Kharif"
36.81,60.97,46.15,Black,Pulses,10,21,23,Urea,"Rabi, Kharif"
30.15,59.21,25.04,Loamy,Pulses,20,3,16,14-35-14,"Rabi, Kharif"
30.24,51.96,38.03,Black,Pulses,36,0,3,Urea,"Rabi, Kharif"
24.97,47.28,41.8,Black,Pulses,3,17,19,10-26-26,"Rabi, Kharif"
26.34,61.87,22.93,Red,Maize,15,0,16,20-20,"Kharif, Rabi, Summer"
22.2,55.19,60.43,Black,Wheat,8,0,5,10-26-26,Rabi
29.33,58.97,42.02,Loamy,Cotton,11,4,46,17-17-17,Kharif
28.33,61.2,58.57,Red,Wheat,11,4,18,20-20,Rabi
34.24,61.19,31.95,Sandy,Maize,20,3,16,DAP,"Kharif, Rabi, Summer"
32.64,52.05,29.73,Sandy,Pulses,15,3,38,17-17-17,"Rabi, Kharif"
26.86,60.39,30.72,Clayey,Maize,34,0,0,Urea,"Kharif, Rabi, Summer"
31.35,64.03,52.01,Black,Cotton,17,0,39,17-17-17,Kharif
37.86,61.26,47.91,Loamy,Barley,15,14,14,Urea,"Rabi, Kharif, Zaid, Summer"
34.3,73.98,23.5,Sandy,Pulses,8,0,34,14-35-14,"Rabi, Kharif"
34.35,68.28,37.3,Loamy,Wheat,45,0,2,20-20,Rabi
23.09,47.76,36.04,Red,Barley,37,2,0,20-20,"Rabi, Kharif, Zaid, Summer"
31.45,59.17,41.86,Sandy,Maize,9,8,31,DAP,"Kharif, Rabi, Summer"
29.76,68.21,44.33,Sandy,Wheat,8,12,10,DAP,Rabi
23.9,52.22,35.06,Black,Cotton,13,0,4,DAP,Kharif
31.65,58.98,60.38,Loamy,Wheat,19,0,23,28-28,Rabi
32.72,68.34,67.2,Red,Barley,14,0,37,DAP,"Rabi, Kharif, Zaid, Summer"
24.24,61.14,60.21,Red,Wheat,10,0,10,14-35-14,Rabi
25.23,47.76,41.74,Black,Pulses,23,1,23,28-28,"Rabi, Kharif"
30.78,72.03,70.0,Sandy,Maize,26,2,24,Urea,"Kharif, Rabi, Summer"
23.2,51.15,44.35,Clayey,Cotton,39,0,3,28-28,Kharif
30.61,56.22,43.7,Red,Maize,11,8,14,17-17-17,"Kharif, Rabi, Summer"
34.29,62.12,28.36,Loamy,Wheat,16,1,34,28-28,Rabi
27.72,52.05,49.01,Clayey,Maize,44,0,2,14-35-14,"Kharif, Rabi, Summer"
36.87,73.12,54.53,Sandy,Barley,13,0,35,Urea,"Rabi, Kharif, Zaid, Summer"
30.84,54.44,38.5,Red,Wheat,16,3,27,20-20,Rabi
31.29,48.4,35.57,Sandy,Barley,13,8,32,10-26-26,"Rabi, Kharif, Zaid, Summer"
33.77,70.96,30.96,Red,Maize,8,0,10,20-20,"Kharif, Rabi, Summer"
32.69,67.2,30.23,Clayey,Barley,9,0,38,14-35-14,"Rabi, Kharif, Zaid, Summer"
29.04,52.28,61.27,Sandy,Maize,12,0,32,20-20,"Kharif, Rabi, Summer"
30.97,52.6,49.95,Black,Wheat,18,0,25,17-17-17,Rabi
29.44,59.33,21.43,Red,Cotton,12,1,36,14-35-14,Kharif
28.89,50.23,31.86,Red,Wheat,13,0,11,17-17-17,Rabi
36.76,71.34,50.85,Sandy,Wheat,9,11,23,20-20,Rabi
32.93,69.74,37.19,Sandy,Maize,23,0,15,28-28,"Kharif, Rabi, Summer"
25.77,51.57,49.07,Clayey,Wheat,10,8,32,14-35-14,Rabi
31.38,57.81,50.23,Clayey,Barley,8,18,10,20-20,"Rabi, Kharif, Zaid, Summer"
25.77,49.55,51.79,Loamy,Wheat,26,0,16,17-17-17,Rabi
34.32,60.9,35.02,Loamy,Barley,19,0,16,Urea,"Rabi, Kharif, Zaid, Summer"
33.91,65.24,30.22,Clayey,Cotton,37,0,0,20-20,Kharif
27.48,58.97,62.73,Clayey,Pulses,11,4,14,10-26-26,"Rabi, Kharif"
24.39,60.54,37.95,Clayey,Pulses,37,0,0,20-20,"Rabi, Kharif"
34.62,67.2,34.63,Red,Wheat,4,12,28,17-17-17,Rabi
29.82,68.13,44.94,Black,Pulses,10,1,38,DAP,"Rabi, Kharif"
22.28,49.48,37.92,Red,Barley,16,2,15,20-20,"Rabi, Kharif, Zaid, Summer"
35.3,68.25,43.64,Red,Maize,21,0,18,Urea,"Kharif, Rabi, Summer"
36.47,70.93,66.79,Black,Barley,15,0,43,10-26-26,"Rabi, Kharif, Zaid, Summer"
25.9,51.18,36.61,Sandy,Barley,5,10,28,14-35-14,"Rabi, Kharif, Zaid, Summer"
30.5,57.68,54.46,Sandy,Barley,15,4,38,DAP,"Rabi, Kharif, Zaid, Summer"
27.2,71.23,31.58,Sandy,Cotton,23,0,15,20-20,Kharif
26.68,69.77,60.71,Loamy,Wheat,14,11,18,DAP,Rabi
33.67,66.03,37.65,Clayey,Barley,2,17,16,10-26-26,"Rabi, Kharif, Zaid, Summer"
29.68,51.55,20.35,Red,Barley,16,0,38,10-26-26,"Rabi, Kharif, Zaid, Summer"
31.25,69.46,61.24,Loamy,Wheat,4,9,34,Urea,Rabi
33.27,51.22,37.76,Sandy,Barley,27,1,19,17-17-17,"Rabi, Kharif, Zaid, Summer"
31.91,73.88,66.05,Red,Pulses,9,0,34,10-26-26,"Rabi, Kharif"
26.56,65.45,48.14,Sandy,Maize,16,11,14,20-20,"Kharif, Rabi, Summer"
37.57,64.34,38.29,Black,Maize,27,0,16,Urea,"Kharif, Rabi, Summer"
29.17,43.7,41.77,Loamy,Cotton,13,7,9,DAP,Kharif
30.95,54.47,55.47,Red,Maize,12,6,32,10-26-26,"Kharif, Rabi, Summer"
33.49,63.22,25.31,Clayey,Maize,10,3,36,28-28,"Kharif, Rabi, Summer"
23.56,47.6,35.22,Red,Pulses,4,12,20,14-35-14,"Rabi, Kharif"
32.31,67.68,43.35,Red,Wheat,8,13,16,14-35-14,Rabi
25.5,51.34,61.51,Loamy,Cotton,12,11,27,28-28,Kharif
36.05,70.84,30.08,Black,Barley,22,4,16,14-35-14,"Rabi, Kharif, Zaid, Summer"
32.85,53.6,43.22,Loamy,Cotton,16,0,40,DAP,Kharif
31.27,66.2,43.52,Clayey,Cotton,20,4,17,14-35-14,Kharif
27.7,60.18,26.58,Sandy,Cotton,34,2,0,DAP,Kharif
27.65,50.22,42.85,Red,Barley,15,3,38,14-35-14,"Rabi, Kharif, Zaid, Summer"
29.61,53.81,38.02,Loamy,Wheat,8,17,20,17-17-17,Rabi
21.4,45.95,67.15,Loamy,Cotton,13,3,9,28-28,Kharif
20.36,57.92,61.02,Clayey,Pulses,37,0,0,10-26-26,"Rabi, Kharif"
27.24,70.93,28.75,Clayey,Maize,42,0,0,28-28,"Kharif, Rabi, Summer"
21.47,45.29,43.45,Red,Pulses,10,21,14,DAP,"Rabi, Kharif"
39.22,70.14,42.1,Sandy,Pulses,6,6,27,DAP,"Rabi, Kharif"
27.59,49.54,37.53,Clayey,Pulses,7,0,17,10-26-26,"Rabi, Kharif"
24.8,49.86,36.62,Loamy,Pulses,18,3,40,Urea,"Rabi, Kharif"
33.86,52.1,38.67,Clayey,Wheat,14,0,5,20-20,Rabi
34.8,59.89,59.4,Sandy,Barley,28,4,22,10-26-26,"Rabi, Kharif, Zaid, Summer"
37.71,69.38,61.7,Loamy,Barley,11,4,9,Urea,"Rabi, Kharif, Zaid, Summer"
38.41,68.47,56.4,Sandy,Maize,6,12,23,DAP,"Kharif, Rabi, Summer"
22.63,51.01,51.05,Loamy,Maize,25,0,21,DAP,"Kharif, Rabi, Summer"
33.46,61.04,40.8,Red,Cotton,8,3,36,10-26-26,Kharif
27.06,57.03,60.52,Loamy,Maize,11,11,29,17-17-17,"Kharif, Rabi, Summer"
24.04,55.63,32.97,Red,Pulses,4,23,18,Urea,"Rabi, Kharif"
34.57,73.25,39.07,Loamy,Cotton,40,2,1,DAP,Kharif
28.35,60.55,52.54,Clayey,Barley,26,0,18,DAP,"Rabi, Kharif, Zaid, Summer"
26.77,47.3,36.53,Red,Barley,23,0,17,Urea,"Rabi, Kharif, Zaid, Summer"
23.9,58.01,40.51,Black,Barley,25,2,25,20-20,"Rabi, Kharif, Zaid, Summer"
25.47,58.41,26.01,Clayey,Maize,42,0,1,14-35-14,"Kharif, Rabi, Summer"
32.92,67.62,69.72,Black,Pulses,6,6,31,28-28,"Rabi, Kharif"
29.82,55.72,58.33,Loamy,Barley,26,1,23,28-28,"Rabi, Kharif, Zaid, Summer"
31.65,48.98,39.39,Red,Wheat,17,0,36,DAP,Rabi
31.54,65.06,37.86,Loamy,Wheat,7,1,11,17-17-17,Rabi
34.34,59.47,35.55,Loamy,Maize,25,2,18,Urea,"Kharif, Rabi, Summer"
30.3,50.47,46.43,Red,Cotton,21,0,21,DAP,Kharif
31.2,50.23,55.54,Loamy,Pulses,6,0,19,10-26-26,"Rabi, Kharif"
30.89,62.85,24.23,Red,Barley,15,3,33,10-26-26,"Rabi, Kharif, Zaid, Summer"
34.27,52.4,31.73,Loamy,Cotton,40,0,0,14-35-14,Kharif
31.36,66.19,53.63,Clayey,Cotton,15,0,42,14-35-14,Kharif
30.44,56.5,51.85,Sandy,Wheat,8,0,11,17-17-17,Rabi
33.51,59.04,44.65,Sandy,Barley,12,18,16,DAP,"Rabi, Kharif, Zaid, Summer"
26.03,60.45,46.4,Black,Barley,15,1,39,Urea,"Rabi, Kharif, Zaid, Summer"
27.4,56.16,45.88,Sandy,Barley,5,14,18,17-17-17,"Rabi, Kharif, Zaid, Summer"
32.4,77.68,42.34,Sandy,Pulses,9,0,34,14-35-14,"Rabi, Kharif"
33.44,64.06,51.91,Loamy,Pulses,19,0,22,17-17-17,"Rabi, Kharif"
32.94,60.91,47.5,Black,Wheat,6,0,8,28-28,Rabi
29.25,61.06,48.99,Black,Pulses,20,0,18,Urea,"Rabi, Kharif"
28.59,68.53,38.94,Clayey,Maize,10,4,38,DAP,"Kharif, Rabi, Summer"
33.19,72.33,65.98,Red,Maize,36,4,0,DAP,"Kharif, Rabi, Summer"
27.56,51.96,40.99,Sandy,Maize,12,11,18,17-17-17,"Kharif, Rabi, Summer"
31.46,59.57,51.47,Loamy,Wheat,15,0,6,DAP,Rabi
35.62,64.0,37.51,Black,Cotton,22,0,17,DAP,Kharif
34.37,65.19,43.32,Loamy,Pulses,10,6,28,14-35-14,"Rabi, Kharif"
25.62,51.09,40.66,Clayey,Pulses,25,0,20,20-20,"Rabi, Kharif"
35.63,68.45,20.0,Black,Wheat,3,11,26,DAP,Rabi
30.72,58.16,47.3,Red,Wheat,21,0,19,Urea,Rabi
40.0,71.51,47.58,Clayey,Cotton,10,11,29,10-26-26,Kharif
29.65,59.65,26.35,Red,Barley,7,16,19,20-20,"Rabi, Kharif, Zaid, Summer"
32.36,54.03,43.93,Red,Maize,36,0,0,17-17-17,"Kharif, Rabi, Summer"
39.17,74.97,29.8,Sandy,Pulses,15,0,41,20-20,"Rabi, Kharif"
40.0,71.02,52.73,Clayey,Wheat,10,0,44,DAP,Rabi
29.19,65.8,33.2,Red,Barley,38,1,0,17-17-17,"Rabi, Kharif, Zaid, Summer"
31.84,69.56,69.24,Clayey,Maize,12,10,16,14-35-14,"Kharif, Rabi, Summer"
28.28,64.37,33.6,Black,Wheat,28,0,22,20-20,Rabi
30.56,59.57,43.35,Sandy,Pulses,35,0,4,Urea,"Rabi, Kharif"
24.1,52.08,65.93,Sandy,Barley,6,0,34,28-28,"Rabi, Kharif, Zaid, Summer"
31.73,67.18,35.49,Red,Maize,39,0,0,10-26-26,"Kharif, Rabi, Summer"
37.99,67.95,39.62,Sandy,Cotton,7,1,37,DAP,Kharif
25.34,51.79,24.7,Clayey,Cotton,17,1,43,10-26-26,Kharif
21.15,48.8,36.88,Loamy,Pulses,11,4,10,10-26-26,"Rabi, Kharif"
23.28,54.92,45.0,Black,Barley,19,0,25,Urea,"Rabi, Kharif, Zaid, Summer"
30.26,47.16,68.58,Red,Barley,36,2,3,DAP,"Rabi, Kharif, Zaid, Summer"
29.79,67.81,50.66,Red,Wheat,5,5,29,10-26-26,Rabi
31.83,68.3,27.79,Red,Cotton,7,2,27,28-28,Kharif
36.12,64.07,33.97,Clayey,Maize,6,5,25,17-17-17,"Kharif, Rabi, Summer"
27.17,58.43,70.0,Clayey,Cotton,5,5,26,14-35-14,Kharif
29.51,68.51,21.92,Sandy,Wheat,24,0,25,28-28,Rabi
32.56,66.45,25.05,Sandy,Cotton,43,0,0,Urea,Kharif
28.13,52.62,45.16,Red,Wheat,3,10,28,Urea,Rabi
27.42,63.5,45.7,Loamy,Barley,23,0,25,Urea,"Rabi, Kharif, Zaid, Summer"
33.91,72.18,53.83,Sandy,Barley,15,15,12,DAP,"Rabi, Kharif, Zaid, Summer"
30.92,42.88,26.76,Sandy,Barley,18,3,11,28-28,"Rabi, Kharif, Zaid, Summer"
32.59,62.11,51.5,Black,Wheat,5,1,39,17-17-17,Rabi
21.1,51.91,32.91,Sandy,Cotton,18,0,13,28-28,Kharif
34.9,69.62,40.23,Black,Wheat,21,4,20,DAP,Rabi
23.62,48.41,28.57,Sandy,Barley,21,3,16,10-26-26,"Rabi, Kharif, Zaid, Summer"
21.92,52.16,29.78,Red,Wheat,2,15,17,10-26-26,Rabi
27.45,53.07,54.24,Sandy,Barley,7,1,39,28-28,"Rabi, Kharif, Zaid, Summer"
25.37,61.39,48.09,Red,Pulses,20,0,21,14-35-14,"Rabi, Kharif"
34.06,66.03,26.03,Loamy,Maize,24,0,24,DAP,"Kharif, Rabi, Summer"
26.22,62.62,25.5,Clayey,Maize,38,0,1,Urea,"Kharif, Rabi, Summer"
32.03,63.05,34.64,Red,Pulses,9,4,44,20-20,"Rabi, Kharif"
31.87,49.23,49.23,Sandy,Wheat,28,0,19,20-20,Rabi
29.93,59.13,61.65,Loamy,Maize,11,17,14,DAP,"Kharif, Rabi, Summer"
23.28,44.92,31.48,Clayey,Pulses,26,0,20,Urea,"Rabi, Kharif"
29.99,48.04,23.13,Red,Barley,11,2,37,28-28,"Rabi, Kharif, Zaid, Summer"
29.02,55.34,29.32,Red,Wheat,17,21,18,20-20,Rabi
26.81,50.5,47.46,Loamy,Pulses,22,3,16,10-26-26,"Rabi, Kharif"
38.0,66.68,29.78,Sandy,Cotton,10,0,41,Urea,Kharif
32.64,56.9,51.27,Sandy,Maize,13,8,28,10-26-26,"Kharif, Rabi, Summer"
23.94,56.65,31.99,Loamy,Barley,11,3,10,28-28,"Rabi, Kharif, Zaid, Summer"
36.12,65.18,32.53,Sandy,Wheat,19,1,20,17-17-17,Rabi
31.24,69.27,26.9,Sandy,Wheat,18,0,37,14-35-14,Rabi
27.42,45.99,47.82,Black,Barley,40,4,3,DAP,"Rabi, Kharif, Zaid, Summer"
34.06,63.07,24.49,Clayey,Wheat,25,0,20,Urea,Rabi
24.54,53.73,20.6,Clayey,Pulses,18,16,12,10-26-26,"Rabi, Kharif"
27.59,60.38,29.02,Clayey,Maize,35,4,4,17-17-17,"Kharif, Rabi, Summer"
36.55,67.98,40.42,Clayey,Cotton,3,23,23,DAP,Kharif
26.27,52.98,39.19,Black,Pulses,10,12,13,DAP,"Rabi, Kharif"
29.6,54.82,64.66,Red,Maize,36,0,0,20-20,"Kharif, Rabi, Summer"
27.94,56.62,29.68,Loamy,Wheat,39,0,0,10-26-26,Rabi
34.57,78.28,41.55,Red,Wheat,9,4,35,17-17-17,Rabi
28.63,55.59,41.33,Red,Pulses,9,0,42,10-26-26,"Rabi, Kharif"
31.75,60.66,70.0,Red,Barley,3,7,33,14-35-14,"Rabi, Kharif, Zaid, Summer"
34.36,60.34,38.08,Clayey,Wheat,17,3,22,20-20,Rabi
25.33,50.43,55.18,Sandy,Maize,6,22,11,14-35-14,"Kharif, Rabi, Summer"
30.18,72.18,46.54,Loamy,Pulses,39,0,0,14-35-14,"Rabi, Kharif"
22.88,50.27,31.25,Sandy,Maize,8,22,11,14-35-14,"Kharif, Rabi, Summer"
31.09,64.92,39.02,Red,Wheat,11,0,37,17-17-17,Rabi
28.54,58.89,24.6,Clayey,Wheat,16,0,41,20-20,Rabi
27.26,47.32,67.89,Sandy,Maize,10,0,13,17-17-17,"Kharif, Rabi, Summer"
35.64,69.14,49.98,Black,Cotton,1,4,32,28-28,Kharif
29.95,49.83,44.85,Red,Barley,16,0,38,Urea,"Rabi, Kharif, Zaid, Summer"
27.49,67.39,29.17,Loamy,Maize,7,4,10,28-28,"Kharif, Rabi, Summer"
28.11,66.77,34.26,Red,Wheat,3,18,21,DAP,Rabi
27.83,50.6,54.62,Clayey,Cotton,9,2,36,Urea,Kharif
31.61,60.35,55.88,Red,Cotton,2,14,10,Urea,Kharif
33.09,48.02,24.74,Clayey,Wheat,6,2,31,DAP,Rabi
37.89,65.59,59.98,Black,Maize,4,11,29,Urea,"Kharif, Rabi, Summer"
32.31,67.96,62.73,Clayey,Barley,16,0,33,10-26-26,"Rabi, Kharif, Zaid, Summer"
27.86,50.22,35.4,Red,Pulses,32,0,0,20-20,"Rabi, Kharif"
24.0,59.32,44.9,Red,Wheat,35,2,2,20-20,Rabi
30.75,53.95,62.15,Loamy,Wheat,16,4,6,10-26-26,Rabi
29.58,59.37,36.3,Loamy,Barley,33,3,0,10-26-26,"Rabi, Kharif, Zaid, Summer"
29.54,48.75,47.25,Sandy,Cotton,10,9,12,DAP,Kharif
30.04,56.4,48.79,Sandy,Maize,35,0,0,10-26-26,"Kharif, Rabi, Summer"
31.09,65.51,44.74,Black,Cotton,10,1,11,17-17-17,Kharif
21.85,49.88,44.21,Clayey,Barley,20,4,20,10-26-26,"Rabi, Kharif, Zaid, Summer"
31.7,58.19,66.88,Loamy,Wheat,36,0,3,28-28,Rabi
34.98,65.83,33.5,Red,Maize,42,1,0,17-17-17,"Kharif, Rabi, Summer"
25.23,44.95,23.32,Sandy,Maize,12,0,15,28-28,"Kharif, Rabi, Summer"
31.69,53.43,54.42,Red,Maize,10,0,11,17-17-17,"Kharif, Rabi, Summer"
26.2,68.6,43.15,Loamy,Wheat,7,4,18,28-28,Rabi
33.48,65.81,38.6,Black,Maize,4,7,27,20-20,"Kharif, Rabi, Summer"
39.16,72.53,36.73,Loamy,Maize,11,6,30,17-17-17,"Kharif, Rabi, Summer"
28.12,58.63,70.0,Clayey,Maize,37,0,0,Urea,"Kharif, Rabi, Summer"
26.29,59.73,44.01,Black,Maize,10,13,20,DAP,"Kharif, Rabi, Summer"
21.89,59.24,50.57,Clayey,Pulses,9,0,6,20-20,"Rabi, Kharif"
28.85,58.66,43.76,Loamy,Barley,18,0,14,28-28,"Rabi, Kharif, Zaid, Summer"
40.0,75.29,59.96,Sandy,Maize,38,4,4,10-26-26,"Kharif, Rabi, Summer"
32.89,67.49,45.6,Red,Pulses,4,14,23,10-26-26,"Rabi, Kharif"
32.79,70.93,38.13,Black,Barley,21,3,28,DAP,"Rabi, Kharif, Zaid, Summer"
22.96,62.5,41.58,Loamy,Cotton,20,3,27,20-20,Kharif
35.33,67.8,53.53,Sandy,Pulses,10,0,13,10-26-26,"Rabi, Kharif"
28.35,41.51,29.49,Red,Barley,16,0,17,DAP,"Rabi, Kharif, Zaid, Summer"
27.7,66.58,42.63,Clayey,Cotton,22,0,29,17-17-17,Kharif
35.74,61.66,43.17,Loamy,Pulses,41,0,0,DAP,"Rabi, Kharif"
26.0,57.75,41.81,Loamy,Cotton,10,2,4,10-26-26,Kharif
31.06,61.86,25.72,Sandy,Pulses,6,16,18,17-17-17,"Rabi, Kharif"
27.58,56.9,56.18,Clayey,Cotton,7,10,33,28-28,Kharif
31.17,48.39,33.21,Sandy,Barley,40,1,0,14-35-14,"Rabi, Kharif, Zaid, Summer"
29.85,60.51,70.0,Black,Wheat,7,11,31,DAP,Rabi
30.02,66.59,44.84,Loamy,Maize,39,0,0,14-35-14,"Kharif, Rabi, Summer"
35.68,61.52,55.89,Clayey,Pulses,7,10,10,17-17-17,"Rabi, Kharif"
30.31,54.48,25.49,Loamy,Barley,11,14,11,28-28,"Rabi, Kharif, Zaid, Summer"
27.63,54.5,38.48,Loamy,Cotton,19,1,21,17-17-17,Kharif
24.62,60.53,49.03,Clayey,Wheat,12,14,17,20-20,Rabi
31.92,57.5,20.26,Black,Pulses,13,0,41,10-26-26,"Rabi, Kharif"
26.11,62.81,52.46,Black,Maize,11,11,33,20-20,"Kharif, Rabi, Summer"
23.87,47.11,30.61,Red,Barley,10,20,15,17-17-17,"Rabi, Kharif, Zaid, Summer"
31.68,68.95,50.54,Red,Maize,5,4,31,14-35-14,"Kharif, Rabi, Summer"
35.22,60.12,46.49,Sandy,Barley,19,0,43,28-28,"Rabi, Kharif, Zaid, Summer"
34.58,63.02,35.88,Clayey,Wheat,11,4,35,17-17-17,Rabi
32.91,71.31,38.32,Black,Barley,33,0,0,14-35-14,"Rabi, Kharif, Zaid, Summer"
29.62,60.67,58.93,Clayey,Cotton,13,4,14,20-20,Kharif
34.51,64.96,68.56,Loamy,Cotton,36,0,0,17-17-17,Kharif
30.59,60.6,24.53,Black,Maize,23,0,25,Urea,"Kharif, Rabi, Summer"
32.69,60.02,43.69,Clayey,Pulses,7,0,12,DAP,"Rabi, Kharif"
24.0,56.92,43.36,Loamy,Pulses,9,6,14,28-28,"Rabi, Kharif"
25.95,57.37,31.82,Clayey,Maize,37,0,0,14-35-14,"Kharif, Rabi, Summer"
27.34,49.39,47.11,Red,Cotton,11,5,26,Urea,Kharif
29.53,46.72,43.55,Loamy,Pulses,22,0,23,Urea,"Rabi, Kharif"
28.9,48.22,39.67,Clayey,Barley,22,0,24,17-17-17,"Rabi, Kharif, Zaid, Summer"
35.66,61.27,31.86,Loamy,Barley,40,0,1,10-26-26,"Rabi, Kharif, Zaid, Summer"
31.14,77.02,43.96,Loamy,Wheat,7,19,19,17-17-17,Rabi
24.17,52.54,33.16,Clayey,Wheat,7,12,29,10-26-26,Rabi
24.12,45.11,46.29,Red,Barley,38,0,0,20-20,"Rabi, Kharif, Zaid, Summer"
29.28,63.52,20.0,Sandy,Wheat,13,0,40,20-20,Rabi
24.87,54.64,70.0,Clayey,Wheat,9,0,31,DAP,Rabi
24.1,56.35,69.1,Red,Wheat,34,0,0,28-28,Rabi
39.21,64.25,56.31,Loamy,Cotton,16,3,41,20-20,Kharif
