Temparature,Humidity,Soil Type,Crop Type,Suitable Season
32.61,67.03,Red,Barley,"Rabi, Kharif, Zaid, Summer"
35.54,65.54,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
34.36,73.45,Black,Pulses,"Rabi, Kharif"
36.42,76.31,Loamy,Maize,"Kharif, Rabi, Summer"
33.0,62.92,Black,Barley,"Rabi, Kharif, Zaid, Summer"
22.18,60.13,Black,Maize,"Kharif, Rabi, Summer"
24.52,56.28,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
22.02,60.75,Black,Barley,"Rabi, Kharif, Zaid, Summer"
22.64,48.24,Sandy,Maize,"Kharif, Rabi, Summer"
24.78,52.54,Black,Cotton,Kharif
27.02,69.59,Sandy,Wheat,Rabi
36.63,73.67,Clayey,Wheat,Rabi
31.36,65.7,Loamy,Wheat,Rabi
36.13,74.73,Black,Wheat,Rabi
30.14,51.19,Sandy,Pulses,"Rabi, Kharif"
33.62,72.93,Red,Maize,"Kharif, Rabi, Summer"
23.44,61.62,Clayey,Wheat,Rabi
40.0,63.42,Clayey,Maize,"Kharif, Rabi, Summer"
29.82,71.87,Red,Wheat,Rabi
34.31,57.72,Sandy,Maize,"Kharif, Rabi, Summer"
29.41,59.27,Loamy,Wheat,Rabi
21.78,46.74,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
34.96,55.78,Loamy,Maize,"Kharif, Rabi, Summer"
30.39,67.13,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
40.0,64.56,Loamy,Pulses,"Rabi, Kharif"
29.55,59.06,Red,Cotton,Kharif
36.27,67.64,Clayey,Wheat,Rabi
34.65,64.75,Sandy,Cotton,Kharif
34.7,67.73,Loamy,Wheat,Rabi
32.49,51.43,Sandy,Pulses,"Rabi, Kharif"
31.4,56.72,Black,Barley,"Rabi, Kharif, Zaid, Summer"
22.39,55.39,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
24.1,40.84,Clayey,Pulses,"Rabi, Kharif"
25.37,58.87,Loamy,Wheat,Rabi
22.46,61.78,Red,Cotton,Kharif
29.37,51.15,Loamy,Cotton,Kharif
32.76,64.78,Loamy,Maize,"Kharif, Rabi, Summer"
25.4,41.92,Clayey,Cotton,Kharif
28.76,53.09,Sandy,Cotton,Kharif
33.07,62.54,Loamy,Wheat,Rabi
31.51,53.32,Clayey,Pulses,"Rabi, Kharif"
29.42,67.16,Black,Pulses,"Rabi, Kharif"
28.03,64.04,Loamy,Maize,"Kharif, Rabi, Summer"
25.38,61.15,Clayey,Cotton,Kharif
32.99,56.52,Sandy,Wheat,Rabi
26.63,65.47,Red,Pulses,"Rabi, Kharif"
31.31,57.34,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
40.0,73.81,Red,Wheat,Rabi
23.12,63.07,Red,Wheat,Rabi
28.88,54.81,Loamy,Maize,"Kharif, Rabi, Summer"
33.41,62.74,Black,Wheat,Rabi
35.71,60.95,Loamy,Pulses,"Rabi, Kharif"
28.11,64.09,Sandy,Pulses,"Rabi, Kharif"
30.11,63.21,Red,Barley,"Rabi, Kharif, Zaid, Summer"
26.54,52.69,Loamy,Pulses,"Rabi, Kharif"
30.91,56.85,Loamy,Wheat,Rabi
33.15,70.41,Black,Cotton,Kharif
22.97,45.2,Red,Wheat,Rabi
24.98,52.39,Sandy,Wheat,Rabi
26.68,44.49,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
34.75,73.8,Clayey,Pulses,"Rabi, Kharif"
25.63,53.63,Black,Barley,"Rabi, Kharif, Zaid, Summer"
23.36,53.46,Red,Pulses,"Rabi, Kharif"
33.73,54.32,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
32.32,65.32,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.14,58.05,Loamy,Cotton,Kharif
38.06,56.01,Red,Wheat,Rabi
29.61,70.69,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
24.06,57.92,Loamy,Cotton,Kharif
24.51,56.51,Clayey,Wheat,Rabi
33.77,59.19,Sandy,Wheat,Rabi
31.03,50.89,Clayey,Cotton,Kharif
24.9,48.01,Black,Maize,"Kharif, Rabi, Summer"
24.07,66.32,Clayey,Maize,"Kharif, Rabi, Summer"
35.15,63.35,Red,Wheat,Rabi
28.63,50.27,Red,Wheat,Rabi
26.0,46.7,Clayey,Wheat,Rabi
30.5,66.53,Sandy,Wheat,Rabi
32.55,63.72,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
40.0,67.6,Red,Cotton,Kharif
33.24,70.39,Loamy,Wheat,Rabi
27.26,48.41,Loamy,Pulses,"Rabi, Kharif"
31.78,74.98,Sandy,Maize,"Kharif, Rabi, Summer"
30.59,68.8,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
33.21,70.05,Loamy,Pulses,"Rabi, Kharif"
28.38,67.05,Loamy,Maize,"Kharif, Rabi, Summer"
36.76,66.87,Sandy,Pulses,"Rabi, Kharif"
31.48,53.13,Loamy,Maize,"Kharif, Rabi, Summer"
29.16,59.51,Loamy,Pulses,"Rabi, Kharif"
28.1,47.62,Sandy,Pulses,"Rabi, Kharif"
30.46,56.64,Sandy,Cotton,Kharif
31.38,55.65,Clayey,Wheat,Rabi
31.64,57.85,Red,Wheat,Rabi
30.06,73.57,Sandy,Wheat,Rabi
31.79,64.7,Clayey,Maize,"Kharif, Rabi, Summer"
33.72,63.4,Black,Wheat,Rabi
32.25,56.33,Clayey,Cotton,Kharif
27.95,67.23,Sandy,Cotton,Kharif
25.96,48.42,Black,Wheat,Rabi
28.92,59.44,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
25.25,64.81,Clayey,Pulses,"Rabi, Kharif"
35.72,63.95,Black,Barley,"Rabi, Kharif, Zaid, Summer"
33.04,65.19,Sandy,Maize,"Kharif, Rabi, Summer"
37.23,70.55,Loamy,Cotton,Kharif
28.63,51.26,Loamy,Maize,"Kharif, Rabi, Summer"
34.46,52.14,Clayey,Wheat,Rabi
27.37,53.95,Red,Maize,"Kharif, Rabi, Summer"
30.94,55.34,Black,Barley,"Rabi, Kharif, Zaid, Summer"
33.73,51.23,Red,Pulses,"Rabi, Kharif"
29.68,66.64,Clayey,Maize,"Kharif, Rabi, Summer"
35.73,66.71,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
22.05,60.6,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
23.15,45.26,Red,Pulses,"Rabi, Kharif"
35.54,60.01,Sandy,Pulses,"Rabi, Kharif"
32.47,66.84,Red,Pulses,"Rabi, Kharif"
23.21,48.43,Loamy,Pulses,"Rabi, Kharif"
32.73,63.31,Loamy,Wheat,Rabi
30.73,71.62,Black,Wheat,Rabi
30.75,56.09,Sandy,Cotton,Kharif
37.38,63.08,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
23.56,50.55,Red,Cotton,Kharif
36.1,63.8,Red,Maize,"Kharif, Rabi, Summer"
29.8,66.92,Clayey,Wheat,Rabi
35.73,63.26,Red,Cotton,Kharif
33.02,55.73,Sandy,Maize,"Kharif, Rabi, Summer"
25.93,48.16,Loamy,Cotton,Kharif
32.83,63.93,Sandy,Maize,"Kharif, Rabi, Summer"
27.22,49.22,Red,Cotton,Kharif
27.08,53.24,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.4,56.1,Loamy,Wheat,Rabi
34.63,64.0,Red,Cotton,Kharif
34.77,61.67,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
34.38,57.6,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
27.74,52.16,Clayey,Pulses,"Rabi, Kharif"
29.46,66.27,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
39.41,69.09,Loamy,Cotton,Kharif
32.42,61.47,Black,Cotton,Kharif
30.47,54.41,Black,Wheat,Rabi
37.6,58.72,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.24,72.13,Clayey,Wheat,Rabi
32.33,55.31,Sandy,Maize,"Kharif, Rabi, Summer"
40.0,73.3,Black,Pulses,"Rabi, Kharif"
26.93,60.8,Red,Pulses,"Rabi, Kharif"
30.43,50.53,Black,Maize,"Kharif, Rabi, Summer"
30.51,55.65,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
30.17,60.47,Clayey,Maize,"Kharif, Rabi, Summer"
37.85,71.37,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.61,72.2,Red,Pulses,"Rabi, Kharif"
23.07,47.07,Sandy,Cotton,Kharif
24.54,49.35,Red,Barley,"Rabi, Kharif, Zaid, Summer"
24.18,61.7,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
25.59,52.32,Black,Pulses,"Rabi, Kharif"
37.61,59.21,Sandy,Wheat,Rabi
25.02,54.12,Sandy,Wheat,Rabi
25.95,54.26,Red,Barley,"Rabi, Kharif, Zaid, Summer"
25.82,44.19,Clayey,Maize,"Kharif, Rabi, Summer"
27.03,52.2,Clayey,Maize,"Kharif, Rabi, Summer"
23.5,49.68,Black,Maize,"Kharif, Rabi, Summer"
38.04,68.81,Clayey,Cotton,Kharif
30.75,52.39,Sandy,Pulses,"Rabi, Kharif"
31.1,60.84,Clayey,Pulses,"Rabi, Kharif"
30.17,53.45,Black,Maize,"Kharif, Rabi, Summer"
26.05,60.98,Black,Barley,"Rabi, Kharif, Zaid, Summer"
31.44,68.47,Clayey,Wheat,Rabi
29.54,60.54,Black,Cotton,Kharif
34.16,59.81,Clayey,Pulses,"Rabi, Kharif"
29.93,43.29,Black,Barley,"Rabi, Kharif, Zaid, Summer"
28.89,66.42,Red,Wheat,Rabi
32.61,60.48,Loamy,Pulses,"Rabi, Kharif"
33.96,75.43,Red,Wheat,Rabi
31.4,66.88,Black,Pulses,"Rabi, Kharif"
31.45,66.67,Clayey,Pulses,"Rabi, Kharif"
22.68,61.46,Loamy,Pulses,"Rabi, Kharif"
33.84,60.21,Loamy,Cotton,Kharif
38.28,68.8,Clayey,Cotton,Kharif
35.6,73.58,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
31.19,58.58,Black,Wheat,Rabi
29.51,56.71,Clayey,Cotton,Kharif
32.53,58.37,Sandy,Maize,"Kharif, Rabi, Summer"
36.31,57.23,Sandy,Wheat,Rabi
29.02,47.24,Loamy,Wheat,Rabi
26.62,62.07,Black,Cotton,Kharif
25.41,54.6,Loamy,Pulses,"Rabi, Kharif"
27.9,46.88,Black,Barley,"Rabi, Kharif, Zaid, Summer"
33.78,62.92,Loamy,Wheat,Rabi
29.71,52.56,Red,Cotton,Kharif
25.87,44.22,Red,Maize,"Kharif, Rabi, Summer"
22.4,49.31,Black,Cotton,Kharif
27.73,59.28,Black,Wheat,Rabi
22.12,53.06,Loamy,Pulses,"Rabi, Kharif"
31.35,56.17,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
31.98,60.89,Clayey,Pulses,"Rabi, Kharif"
23.92,57.89,Loamy,Pulses,"Rabi, Kharif"
32.71,63.88,Red,Cotton,Kharif
22.1,58.03,Black,Pulses,"Rabi, Kharif"
26.41,63.86,Loamy,Wheat,Rabi
33.8,58.49,Red,Wheat,Rabi
31.53,71.99,Black,Wheat,Rabi
33.79,68.09,Sandy,Maize,"Kharif, Rabi, Summer"
30.03,69.45,Sandy,Cotton,Kharif
30.72,52.17,Clayey,Maize,"Kharif, Rabi, Summer"
36.44,73.6,Black,Wheat,Rabi
40.0,75.29,Black,Wheat,Rabi
23.03,42.54,Loamy,Cotton,Kharif
25.29,58.68,Clayey,Maize,"Kharif, Rabi, Summer"
33.37,63.15,Clayey,Cotton,Kharif
31.18,49.61,Sandy,Wheat,Rabi
30.5,52.65,Red,Maize,"Kharif, Rabi, Summer"
26.03,65.26,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
23.66,47.39,Red,Pulses,"Rabi, Kharif"
37.49,77.6,Clayey,Pulses,"Rabi, Kharif"
22.28,40.57,Black,Maize,"Kharif, Rabi, Summer"
27.63,45.29,Sandy,Maize,"Kharif, Rabi, Summer"
35.3,72.7,Black,Wheat,Rabi
30.44,57.3,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.82,44.16,Red,Cotton,Kharif
35.94,66.23,Red,Cotton,Kharif
34.28,57.44,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
32.45,50.4,Red,Pulses,"Rabi, Kharif"
35.36,60.71,Sandy,Maize,"Kharif, Rabi, Summer"
32.06,49.68,Sandy,Pulses,"Rabi, Kharif"
36.02,70.21,Red,Wheat,Rabi
28.96,45.85,Red,Pulses,"Rabi, Kharif"
33.86,68.65,Loamy,Wheat,Rabi
36.59,67.13,Clayey,Wheat,Rabi
33.72,67.04,Loamy,Pulses,"Rabi, Kharif"
28.19,58.68,Clayey,Pulses,"Rabi, Kharif"
31.26,53.46,Sandy,Maize,"Kharif, Rabi, Summer"
30.17,61.17,Black,Maize,"Kharif, Rabi, Summer"
26.88,52.66,Black,Cotton,Kharif
28.91,55.03,Black,Barley,"Rabi, Kharif, Zaid, Summer"
30.74,55.94,Sandy,Cotton,Kharif
26.4,59.16,Clayey,Wheat,Rabi
31.02,66.2,Clayey,Maize,"Kharif, Rabi, Summer"
29.03,53.03,Black,Pulses,"Rabi, Kharif"
34.84,66.8,Sandy,Wheat,Rabi
23.48,63.5,Loamy,Wheat,Rabi
25.93,61.01,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
34.53,67.09,Red,Pulses,"Rabi, Kharif"
26.19,59.96,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
25.12,54.93,Loamy,Pulses,"Rabi, Kharif"
32.99,63.72,Loamy,Pulses,"Rabi, Kharif"
23.66,48.48,Black,Wheat,Rabi
35.16,53.95,Loamy,Maize,"Kharif, Rabi, Summer"
40.0,64.71,Clayey,Pulses,"Rabi, Kharif"
24.2,49.32,Sandy,Maize,"Kharif, Rabi, Summer"
30.33,66.06,Red,Maize,"Kharif, Rabi, Summer"
33.42,61.58,Sandy,Maize,"Kharif, Rabi, Summer"
28.42,51.12,Loamy,Cotton,Kharif
30.44,56.94,Loamy,Maize,"Kharif, Rabi, Summer"
32.65,62.07,Clayey,Wheat,Rabi
30.96,67.1,Loamy,Cotton,Kharif
30.14,57.67,Red,Barley,"Rabi, Kharif, Zaid, Summer"
33.42,67.09,Black,Wheat,Rabi
25.61,46.7,Loamy,Cotton,Kharif
27.31,50.92,Sandy,Cotton,Kharif
27.74,59.78,Black,Pulses,"Rabi, Kharif"
36.41,65.44,Red,Maize,"Kharif, Rabi, Summer"
24.11,43.34,Loamy,Maize,"Kharif, Rabi, Summer"
27.1,57.17,Red,Maize,"Kharif, Rabi, Summer"
37.39,61.21,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
30.37,48.11,Sandy,Pulses,"Rabi, Kharif"
31.81,50.57,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
25.31,65.68,Red,Pulses,"Rabi, Kharif"
30.91,46.55,Black,Cotton,Kharif
34.8,68.57,Sandy,Pulses,"Rabi, Kharif"
32.06,61.19,Black,Cotton,Kharif
27.18,51.26,Sandy,Pulses,"Rabi, Kharif"
25.69,59.34,Red,Cotton,Kharif
34.2,66.08,Loamy,Maize,"Kharif, Rabi, Summer"
31.92,55.47,Red,Cotton,Kharif
29.82,52.4,Sandy,Maize,"Kharif, Rabi, Summer"
21.1,46.31,Black,Cotton,Kharif
40.0,65.47,Red,Barley,"Rabi, Kharif, Zaid, Summer"
29.18,66.43,Loamy,Cotton,Kharif
24.29,67.06,Loamy,Wheat,Rabi
37.64,61.51,Loamy,Maize,"Kharif, Rabi, Summer"
22.18,52.62,Sandy,Pulses,"Rabi, Kharif"
36.25,61.04,Sandy,Pulses,"Rabi, Kharif"
31.25,55.15,Clayey,Cotton,Kharif
36.52,66.41,Loamy,Cotton,Kharif
25.42,65.93,Sandy,Pulses,"Rabi, Kharif"
30.06,47.8,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
28.62,51.19,Clayey,Maize,"Kharif, Rabi, Summer"
33.45,58.88,Red,Maize,"Kharif, Rabi, Summer"
39.47,66.89,Red,Barley,"Rabi, Kharif, Zaid, Summer"
23.29,59.4,Sandy,Wheat,Rabi
25.63,49.76,Red,Wheat,Rabi
27.14,56.05,Sandy,Wheat,Rabi
27.68,56.09,Clayey,Pulses,"Rabi, Kharif"
25.68,57.8,Clayey,Cotton,Kharif
32.28,53.91,Red,Wheat,Rabi
27.4,59.45,Loamy,Maize,"Kharif, Rabi, Summer"
31.83,65.84,Sandy,Maize,"Kharif, Rabi, Summer"
34.54,66.58,Sandy,Maize,"Kharif, Rabi, Summer"
33.08,70.92,Sandy,Cotton,Kharif
29.19,56.47,Loamy,Cotton,Kharif
25.8,66.1,Clayey,Wheat,Rabi
29.81,66.55,Black,Wheat,Rabi
26.89,61.88,Black,Cotton,Kharif
28.58,68.36,Black,Pulses,"Rabi, Kharif"
30.32,52.18,Clayey,Cotton,Kharif
36.01,58.15,Clayey,Pulses,"Rabi, Kharif"
29.78,63.87,Red,Cotton,Kharif
40.0,72.81,Black,Wheat,Rabi
34.53,58.81,Clayey,Maize,"Kharif, Rabi, Summer"
24.38,56.96,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
30.99,56.13,Black,Maize,"Kharif, Rabi, Summer"
40.0,80.0,Black,Barley,"Rabi, Kharif, Zaid, Summer"
25.42,58.84,Red,Pulses,"Rabi, Kharif"
33.49,54.24,Black,Pulses,"Rabi, Kharif"
25.6,58.84,Loamy,Cotton,Kharif
32.37,67.42,Clayey,Wheat,Rabi
27.11,57.8,Clayey,Pulses,"Rabi, Kharif"
31.69,56.25,Black,Barley,"Rabi, Kharif, Zaid, Summer"
33.42,59.5,Clayey,Cotton,Kharif
31.52,61.75,Black,Maize,"Kharif, Rabi, Summer"
30.56,66.52,Red,Cotton,Kharif
24.33,46.07,Clayey,Wheat,Rabi
31.13,57.22,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
25.05,44.34,Sandy,Maize,"Kharif, Rabi, Summer"
23.78,50.2,Clayey,Wheat,Rabi
34.81,60.62,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
29.41,46.25,Loamy,Cotton,Kharif
34.5,66.51,Sandy,Cotton,Kharif
35.65,68.27,Black,Cotton,Kharif
29.0,66.29,Loamy,Maize,"Kharif, Rabi, Summer"
23.69,44.73,Red,Pulses,"Rabi, Kharif"
26.6,45.91,Red,Pulses,"Rabi, Kharif"
31.26,68.13,Red,Cotton,Kharif
30.1,62.4,Loamy,Maize,"Kharif, Rabi, Summer"
38.72,58.9,Black,Barley,"Rabi, Kharif, Zaid, Summer"
25.47,51.22,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
21.26,57.97,Clayey,Maize,"Kharif, Rabi, Summer"
30.89,61.12,Sandy,Pulses,"Rabi, Kharif"
28.96,46.48,Clayey,Cotton,Kharif
33.11,72.21,Sandy,Cotton,Kharif
32.28,51.98,Red,Barley,"Rabi, Kharif, Zaid, Summer"
34.19,57.37,Red,Wheat,Rabi
24.11,45.89,Red,Pulses,"Rabi, Kharif"
32.4,60.04,Sandy,Maize,"Kharif, Rabi, Summer"
31.7,56.56,Red,Barley,"Rabi, Kharif, Zaid, Summer"
34.39,56.0,Loamy,Cotton,Kharif
25.77,48.22,Black,Pulses,"Rabi, Kharif"
38.75,59.06,Red,Pulses,"Rabi, Kharif"
22.57,45.63,Sandy,Pulses,"Rabi, Kharif"
22.37,54.2,Red,Pulses,"Rabi, Kharif"
35.64,58.25,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
37.92,63.52,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
34.96,62.17,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
35.87,67.72,Sandy,Pulses,"Rabi, Kharif"
31.63,59.3,Black,Pulses,"Rabi, Kharif"
33.23,54.63,Red,Maize,"Kharif, Rabi, Summer"
30.1,76.55,Black,Maize,"Kharif, Rabi, Summer"
33.57,71.2,Black,Barley,"Rabi, Kharif, Zaid, Summer"
36.23,62.8,Clayey,Maize,"Kharif, Rabi, Summer"
26.65,60.53,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
36.16,66.29,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
36.4,55.65,Clayey,Wheat,Rabi
31.39,55.54,Sandy,Wheat,Rabi
29.26,52.37,Clayey,Wheat,Rabi
31.2,67.76,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
35.01,60.31,Loamy,Cotton,Kharif
26.86,64.6,Clayey,Pulses,"Rabi, Kharif"
32.06,71.03,Clayey,Wheat,Rabi
36.61,59.51,Black,Maize,"Kharif, Rabi, Summer"
32.76,64.72,Red,Cotton,Kharif
27.35,70.98,Sandy,Pulses,"Rabi, Kharif"
32.86,69.27,Clayey,Cotton,Kharif
31.94,67.97,Sandy,Cotton,Kharif
27.83,53.18,Clayey,Maize,"Kharif, Rabi, Summer"
34.25,59.46,Clayey,Cotton,Kharif
35.82,70.09,Red,Cotton,Kharif
26.4,61.18,Sandy,Cotton,Kharif
24.26,47.47,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.17,47.4,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
26.04,57.17,Black,Maize,"Kharif, Rabi, Summer"
32.02,49.9,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
40.0,51.91,Clayey,Pulses,"Rabi, Kharif"
25.84,48.25,Black,Maize,"Kharif, Rabi, Summer"
32.82,72.68,Red,Cotton,Kharif
32.51,74.08,Black,Wheat,Rabi
34.34,64.59,Sandy,Maize,"Kharif, Rabi, Summer"
31.72,46.57,Black,Maize,"Kharif, Rabi, Summer"
28.46,47.43,Loamy,Maize,"Kharif, Rabi, Summer"
29.07,61.08,Clayey,Pulses,"Rabi, Kharif"
31.91,56.92,Clayey,Wheat,Rabi
27.05,67.65,Clayey,Pulses,"Rabi, Kharif"
30.24,57.27,Sandy,Cotton,Kharif
27.47,50.13,Loamy,Maize,"Kharif, Rabi, Summer"
26.53,54.66,Sandy,Wheat,Rabi
25.42,59.82,Black,Barley,"Rabi, Kharif, Zaid, Summer"
33.41,51.2,Red,Maize,"Kharif, Rabi, Summer"
30.22,54.1,Loamy,Cotton,Kharif
24.94,59.33,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
31.22,71.21,Clayey,Pulses,"Rabi, Kharif"
29.92,70.82,Red,Pulses,"Rabi, Kharif"
25.73,50.6,Red,Pulses,"Rabi, Kharif"
30.7,65.78,Red,Barley,"Rabi, Kharif, Zaid, Summer"
26.47,52.63,Clayey,Pulses,"Rabi, Kharif"
28.61,63.87,Red,Cotton,Kharif
34.34,59.1,Black,Pulses,"Rabi, Kharif"
31.92,64.08,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
31.67,50.73,Sandy,Wheat,Rabi
29.32,47.61,Loamy,Wheat,Rabi
35.01,61.43,Black,Wheat,Rabi
27.47,49.35,Red,Wheat,Rabi
26.1,47.87,Sandy,Wheat,Rabi
37.5,61.09,Black,Wheat,Rabi
31.12,67.16,Red,Barley,"Rabi, Kharif, Zaid, Summer"
32.29,49.94,Clayey,Cotton,Kharif
32.31,64.95,Sandy,Cotton,Kharif
31.23,47.26,Sandy,Wheat,Rabi
28.74,45.6,Black,Maize,"Kharif, Rabi, Summer"
31.25,65.16,Red,Barley,"Rabi, Kharif, Zaid, Summer"
31.34,65.3,Clayey,Cotton,Kharif
22.03,55.73,Sandy,Wheat,Rabi
30.44,73.8,Loamy,Maize,"Kharif, Rabi, Summer"
28.69,53.0,Red,Pulses,"Rabi, Kharif"
27.38,58.03,Red,Barley,"Rabi, Kharif, Zaid, Summer"
32.77,69.64,Sandy,Wheat,Rabi
33.79,66.5,Sandy,Wheat,Rabi
30.15,60.11,Red,Maize,"Kharif, Rabi, Summer"
28.69,51.59,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
32.67,56.69,Red,Cotton,Kharif
29.87,53.12,Black,Barley,"Rabi, Kharif, Zaid, Summer"
28.65,55.95,Loamy,Wheat,Rabi
29.16,60.54,Black,Maize,"Kharif, Rabi, Summer"
25.43,65.1,Loamy,Wheat,Rabi
31.04,55.09,Black,Cotton,Kharif
39.18,63.25,Red,Wheat,Rabi
30.11,59.1,Black,Maize,"Kharif, Rabi, Summer"
27.9,64.75,Black,Pulses,"Rabi, Kharif"
32.25,57.98,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
22.92,45.66,Clayey,Maize,"Kharif, Rabi, Summer"
22.5,42.27,Clayey,Maize,"Kharif, Rabi, Summer"
30.09,63.88,Red,Barley,"Rabi, Kharif, Zaid, Summer"
30.66,73.88,Loamy,Barley,"Rabi, Kharif, Zaid, Summer"
30.75,60.98,Clayey,Pulses,"Rabi, Kharif"
24.83,53.1,Red,Maize,"Kharif, Rabi, Summer"
29.26,43.57,Sandy,Wheat,Rabi
33.46,60.05,Red,Maize,"Kharif, Rabi, Summer"
37.04,64.29,Red,Barley,"Rabi, Kharif, Zaid, Summer"
38.74,57.13,Clayey,Maize,"Kharif, Rabi, Summer"
32.42,64.25,Loamy,Wheat,Rabi
24.57,56.6,Clayey,Pulses,"Rabi, Kharif"
29.55,56.78,Clayey,Wheat,Rabi
35.14,67.73,Red,Pulses,"Rabi, Kharif"
30.2,54.14,Black,Maize,"Kharif, Rabi, Summer"
31.28,72.17,Loamy,Pulses,"Rabi, Kharif"
27.09,52.83,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
35.21,61.64,Sandy,Maize,"Kharif, Rabi, Summer"
29.68,59.53,Loamy,Maize,"Kharif, Rabi, Summer"
29.84,46.49,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
29.69,68.57,Loamy,Wheat,Rabi
30.98,62.94,Loamy,Pulses,"Rabi, Kharif"
24.37,52.52,Sandy,Maize,"Kharif, Rabi, Summer"
28.27,53.31,Clayey,Maize,"Kharif, Rabi, Summer"
28.84,67.18,Sandy,Maize,"Kharif, Rabi, Summer"
26.74,52.72,Red,Wheat,Rabi
21.54,44.06,Loamy,Maize,"Kharif, Rabi, Summer"
32.22,54.87,Loamy,Cotton,Kharif
24.06,61.27,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
21.63,46.14,Clayey,Cotton,Kharif
23.77,56.55,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
23.2,50.07,Red,Maize,"Kharif, Rabi, Summer"
36.02,60.38,Loamy,Pulses,"Rabi, Kharif"
22.6,55.01,Clayey,Cotton,Kharif
27.44,57.01,Black,Wheat,Rabi
25.8,48.06,Loamy,Cotton,Kharif
39.49,59.18,Loamy,Cotton,Kharif
32.09,75.71,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
25.79,48.09,Sandy,Pulses,"Rabi, Kharif"
24.8,52.55,Clayey,Barley,"Rabi, Kharif, Zaid, Summer"
33.69,70.29,Clayey,Pulses,"Rabi, Kharif"
29.34,50.88,Loamy,Cotton,Kharif
37.46,66.33,Sandy,Pulses,"Rabi, Kharif"
33.0,70.78,Black,Maize,"Kharif, Rabi, Summer"
25.32,60.92,Loamy,Cotton,Kharif
30.32,74.54,Loamy,Pulses,"Rabi, Kharif"
32.0,69.46,Black,Cotton,Kharif
30.09,50.47,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
29.27,44.77,Sandy,Maize,"Kharif, Rabi, Summer"
28.93,67.15,Loamy,Pulses,"Rabi, Kharif"
33.73,70.72,Red,Maize,"Kharif, Rabi, Summer"
39.43,54.27,Sandy,Maize,"Kharif, Rabi, Summer"
34.55,55.64,Sandy,Barley,"Rabi, Kharif, Zaid, Summer"
33.17,52.85,Sandy,Cotton,Kharif
27.98,60.54,Sandy,Maize,"Kharif, Rabi, Summer"
